Transaction Type,Payee/Customer/Vendor Name,Amount,Transaction Description,Posting Date,Transaction ID,Fund1,Dept1,Div1,Dept_Name,Year,Fund_Name
RV,NOT APPLICABLE,"$5,394.18",FRANCHISE TAX-ELECTRIC - 418.1100,20171020,2018-00003691 - 5077000,101 - GENERAL ,000 - GENERAL,0000 - GENERAL,General,2017,GENERAL 
RV,NOT APPLICABLE,"$10,000.00",DS-DEVELOPMENT FEES - 441.3000,20171031,2018-00003128 - 5058614,101 - GENERAL ,000 - GENERAL,0000 - GENERAL,General,2017,GENERAL 
RV,NOT APPLICABLE,"$10,000.00",DS-DEVELOPMENT FEES - 441.3000,20180301,2018-00007372 - 5179983,101 - GENERAL ,000 - GENERAL,0000 - GENERAL,General,2018,GENERAL 
RV,NOT APPLICABLE,"$5,200.00",ENG.PLAN REVIEW - 441.1200,20180110,2018-00005236 - 5121929,101 - GENERAL ,000 - GENERAL,0000 - GENERAL,General,2018,GENERAL 
RV,NOT APPLICABLE,"$8,430.00",ANIMAL CARE FEES - 445.5000,20180125,2018-00005760 - 5134067,101 - GENERAL ,000 - GENERAL,0000 - GENERAL,General,2018,GENERAL 
RV,NOT APPLICABLE,"$308,726.66",HIGHWAY USER REVENUE - 435.1400,20170410,2017-00007282 - 4893824,201 - STREETS (HURF),000 - GENERAL,0000 - GENERAL,General,2017,STREETS (HURF)
RV,NOT APPLICABLE,"$339,265.29",HIGHWAY USER REVENUE - 435.1400,20170430,2017-00009477 - 4968911,201 - STREETS (HURF),000 - GENERAL,0000 - GENERAL,General,2017,STREETS (HURF)
RV,NOT APPLICABLE,"$339,265.29",HIGHWAY USER REVENUE - 435.1400,20170509,2017-00008159 - 4915819,201 - STREETS (HURF),000 - GENERAL,0000 - GENERAL,General,2017,STREETS (HURF)
RV,NOT APPLICABLE,"$311,864.00",HIGHWAY USER REVENUE - 435.1400,20170531,2017-00009477 - 4968915,201 - STREETS (HURF),000 - GENERAL,0000 - GENERAL,General,2017,STREETS (HURF)
RV,NOT APPLICABLE,"$311,864.00",HIGHWAY USER REVENUE - 435.1400,20170609,2017-00009001 - 4943134,201 - STREETS (HURF),000 - GENERAL,0000 - GENERAL,General,2017,STREETS (HURF)
RV,NOT APPLICABLE,"$339,537.25",HIGHWAY USER REVENUE - 435.1400,20170630,2017-00009509 - 4973143,201 - STREETS (HURF),000 - GENERAL,0000 - GENERAL,General,2017,STREETS (HURF)
RV,NOT APPLICABLE,"$339,537.25",HIGHWAY USER REVENUE - 435.1400,20170717,2018-00000401 - 4974653,201 - STREETS (HURF),000 - GENERAL,0000 - GENERAL,General,2017,STREETS (HURF)
RV,NOT APPLICABLE,"$295,571.68",HIGHWAY USER REVENUE - 435.1400,20170731,2018-00002147 - 5030268,201 - STREETS (HURF),000 - GENERAL,0000 - GENERAL,General,2017,STREETS (HURF)
RV,NOT APPLICABLE,"$295,571.68",HIGHWAY USER REVENUE - 435.1400,20170810,2018-00001080 - 4993240,201 - STREETS (HURF),000 - GENERAL,0000 - GENERAL,General,2017,STREETS (HURF)
RV,NOT APPLICABLE,"$295,794.30",HIGHWAY USER REVENUE - 435.1400,20170831,2018-00002147 - 5030272,201 - STREETS (HURF),000 - GENERAL,0000 - GENERAL,General,2017,STREETS (HURF)
RV,NOT APPLICABLE,"$295,794.30",HIGHWAY USER REVENUE - 435.1400,20170908,2018-00002062 - 5028397,201 - STREETS (HURF),000 - GENERAL,0000 - GENERAL,General,2017,STREETS (HURF)
RV,NOT APPLICABLE,"$140,278.69",HIGHWAY USER REVENUE - 435.1400,20170919,2018-00002354 - 5035255,201 - STREETS (HURF),000 - GENERAL,0000 - GENERAL,General,2017,STREETS (HURF)
RV,NOT APPLICABLE,"$291,415.11",HIGHWAY USER REVENUE - 435.1400,20170930,2018-00005159 - 5117928,201 - STREETS (HURF),000 - GENERAL,0000 - GENERAL,General,2017,STREETS (HURF)
RV,NOT APPLICABLE,"$291,415.11",HIGHWAY USER REVENUE - 435.1400,20171006,2018-00002781 - 5047551,201 - STREETS (HURF),000 - GENERAL,0000 - GENERAL,General,2017,STREETS (HURF)
RV,NOT APPLICABLE,"$14,893.86",HIGHWAY USER REVENUE - 435.1400,20171016,2018-00003092 - 5058115,201 - STREETS (HURF),000 - GENERAL,0000 - GENERAL,General,2017,STREETS (HURF)
RV,NOT APPLICABLE,"$279,344.50",HIGHWAY USER REVENUE - 435.1400,20171031,2018-00005894 - 5138135,201 - STREETS (HURF),000 - GENERAL,0000 - GENERAL,General,2017,STREETS (HURF)
RV,NOT APPLICABLE,"$279,344.50",HIGHWAY USER REVENUE - 435.1400,20171113,2018-00003695 - 5077054,201 - STREETS (HURF),000 - GENERAL,0000 - GENERAL,General,2017,STREETS (HURF)
RV,NOT APPLICABLE,"$274,649.84",HIGHWAY USER REVENUE - 435.1400,20171130,2018-00005898 - 5138292,201 - STREETS (HURF),000 - GENERAL,0000 - GENERAL,General,2017,STREETS (HURF)
RV,NOT APPLICABLE,"$274,649.84",HIGHWAY USER REVENUE - 435.1400,20171207,2018-00004444 - 5099029,201 - STREETS (HURF),000 - GENERAL,0000 - GENERAL,General,2017,STREETS (HURF)
RV,NOT APPLICABLE,"$294,063.62",HIGHWAY USER REVENUE - 435.1400,20171229,2018-00005898 - 5138296,201 - STREETS (HURF),000 - GENERAL,0000 - GENERAL,General,2017,STREETS (HURF)
RV,NOT APPLICABLE,"$294,063.62",HIGHWAY USER REVENUE - 435.1400,20180110,2018-00005453 - 5128179,201 - STREETS (HURF),000 - GENERAL,0000 - GENERAL,General,2018,STREETS (HURF)
RV,NOT APPLICABLE,"$280,314.60",HIGHWAY USER REVENUE - 435.1400,20180131,2018-00006250 - 5147380,201 - STREETS (HURF),000 - GENERAL,0000 - GENERAL,General,2018,STREETS (HURF)
RV,NOT APPLICABLE,"$280,314.60",HIGHWAY USER REVENUE - 435.1400,20180209,2018-00006363 - 5149994,201 - STREETS (HURF),000 - GENERAL,0000 - GENERAL,General,2018,STREETS (HURF)
RV,NOT APPLICABLE,"$290,156.95",HIGHWAY USER REVENUE - 435.1400,20180228,2018-00007286 - 5177661,201 - STREETS (HURF),000 - GENERAL,0000 - GENERAL,General,2018,STREETS (HURF)
RV,NOT APPLICABLE,"$290,156.95",HIGHWAY USER REVENUE - 435.1400,20180308,2018-00007135 - 5172390,201 - STREETS (HURF),000 - GENERAL,0000 - GENERAL,General,2018,STREETS (HURF)
RV,NOT APPLICABLE,"$307,204.33",HIGHWAY USER REVENUE - 435.1400,20180330,2018-00007783 - 5189584,201 - STREETS (HURF),000 - GENERAL,0000 - GENERAL,General,2018,STREETS (HURF)
RV,NOT APPLICABLE,"$13,452.78",FORFEITURES - 452.1200,20170922,2018-00003376 - 5064338,204 - RICO,000 - GENERAL,0000 - GENERAL,General,2017,RICO
RV,NOT APPLICABLE,"$5,401.47",FORFEITURES - 452.1200,20180326,2018-00007828 - 5190602,204 - RICO,000 - GENERAL,0000 - GENERAL,General,2018,RICO
RV,NOT APPLICABLE,"$8,022.07",PENALTIES - 455.1200,20171202,2018-00004439 - 5098990,208 - SPECIAL ASSMTS ADMIN,000 - GENERAL,0000 - GENERAL,General,2017,SPECIAL ASSMTS ADMIN
RV,NOT APPLICABLE,"$113,875.58",WATER IMPOST - 446.1100,20170630,2017-00009503 - 4973048,210 - WATER IMPOST,000 - GENERAL,0000 - GENERAL,General,2017,WATER IMPOST
RV,NOT APPLICABLE,"$11,738.48",WATER IMPOST - 446.1100,20170630,2017-00009522 - 4974519,210 - WATER IMPOST,000 - GENERAL,0000 - GENERAL,General,2017,WATER IMPOST
RV,NOT APPLICABLE,"$78,291.54",WATER IMPOST - 446.1100,20170630,2017-00010062 - 5061490,210 - WATER IMPOST,000 - GENERAL,0000 - GENERAL,General,2017,WATER IMPOST
RV,NOT APPLICABLE,"$146,086.05",WATER IMPOST - 446.1100,20170930,2018-00002989 - 5054613,210 - WATER IMPOST,000 - GENERAL,0000 - GENERAL,General,2017,WATER IMPOST
RV,NOT APPLICABLE,"$120,306.71",WATER IMPOST - 446.1100,20171231,2018-00005278 - 5123231,210 - WATER IMPOST,000 - GENERAL,0000 - GENERAL,General,2017,WATER IMPOST
RV,NOT APPLICABLE,"$5,620.21",WATER IMPOST - 446.1100,20180331,2018-00008006 - 5195439,210 - WATER IMPOST,000 - GENERAL,0000 - GENERAL,General,2018,WATER IMPOST
RV,NOT APPLICABLE,"$101,076.96",WATER IMPOST - 446.1100,20180331,2018-00008201 - 5201169,210 - WATER IMPOST,000 - GENERAL,0000 - GENERAL,General,2018,WATER IMPOST
RV,NOT APPLICABLE,"$10,000.00",SPONSORSHIPS - 472.2000,20170601,2017-00009800 - 4989313,211 - TRANSIT,000 - GENERAL,3586 - TRANSIT ADOT,General,2017,TRANSIT
RV,NOT APPLICABLE,"$10,000.00",SPONSORSHIPS - 472.2000,20170901,2018-00001838 - 5021046,211 - TRANSIT,000 - GENERAL,3586 - TRANSIT ADOT,General,2017,TRANSIT
RV,NOT APPLICABLE,"$10,000.00",SPONSORSHIPS - 472.2000,20171201,2018-00004417 - 5098707,211 - TRANSIT,000 - GENERAL,3586 - TRANSIT ADOT,General,2017,TRANSIT
RV,NOT APPLICABLE,"$48,492.84",INDIRECT FEDERAL GRANT - 431.2200,20170424,2017-00007438 - 4897618,211 - TRANSIT,000 - GENERAL,3586 - TRANSIT ADOT,General,2017,TRANSIT
RV,NOT APPLICABLE,"$55,378.17",INDIRECT FEDERAL GRANT - 431.2200,20170430,2017-00009050 - 4945197,211 - TRANSIT,000 - GENERAL,3586 - TRANSIT ADOT,General,2017,TRANSIT
RV,NOT APPLICABLE,"$67,983.03",INDIRECT FEDERAL GRANT - 431.2200,20170531,2017-00009781 - 4984567,211 - TRANSIT,000 - GENERAL,3586 - TRANSIT ADOT,General,2017,TRANSIT
RV,NOT APPLICABLE,"$69,230.10",INDIRECT FEDERAL GRANT - 431.2200,20170630,2018-00001274 - 5005250,211 - TRANSIT,000 - GENERAL,3586 - TRANSIT ADOT,General,2017,TRANSIT
RV,NOT APPLICABLE,"$48,924.44",INDIRECT FEDERAL GRANT - 431.2200,20170731,2018-00005347 - 5125169,211 - TRANSIT,000 - GENERAL,3586 - TRANSIT ADOT,General,2017,TRANSIT
RV,NOT APPLICABLE,"$55,686.19",INDIRECT FEDERAL GRANT - 431.2200,20170830,2018-00005954 - 5140201,211 - TRANSIT,000 - GENERAL,3586 - TRANSIT ADOT,General,2017,TRANSIT
RV,NOT APPLICABLE,"$46,443.35",INDIRECT FEDERAL GRANT - 431.2200,20170930,2018-00006559 - 5155123,211 - TRANSIT,000 - GENERAL,3586 - TRANSIT ADOT,General,2017,TRANSIT
RV,NOT APPLICABLE,"$52,790.39",INDIRECT FEDERAL GRANT - 431.2200,20171031,2018-00007437 - 5181683,211 - TRANSIT,000 - GENERAL,3586 - TRANSIT ADOT,General,2017,TRANSIT
RV,NOT APPLICABLE,"$68,988.27",INDIRECT FEDERAL GRANT - 431.2200,20171130,2018-00007437 - 5181684,211 - TRANSIT,000 - GENERAL,3586 - TRANSIT ADOT,General,2017,TRANSIT
RV,NOT APPLICABLE,"$82,075.04",INDIRECT FEDERAL GRANT - 431.2200,20171231,2018-00007437 - 5181685,211 - TRANSIT,000 - GENERAL,3586 - TRANSIT ADOT,General,2017,TRANSIT
RV,NOT APPLICABLE,"$56,751.01",INDIRECT FEDERAL GRANT - 431.2200,20180131,2018-00007437 - 5181686,211 - TRANSIT,000 - GENERAL,3586 - TRANSIT ADOT,General,2018,TRANSIT
RV,NOT APPLICABLE,"$63,908.97",INDIRECT FEDERAL GRANT - 431.2200,20180228,2018-00007739 - 5188400,211 - TRANSIT,000 - GENERAL,3586 - TRANSIT ADOT,General,2018,TRANSIT
RV,NOT APPLICABLE,"$9,948.13",OTHER REVENUE - 479.0000,20171023,2018-00002987 - 5054558,215 - HOUSING REDEVELOPMENT,000 - GENERAL,0000 - GENERAL,General,2017,HOUSING REDEVELOPMENT
RV,NOT APPLICABLE,"$18,193.86",INDIRECT FEDERAL GRANT - 431.2200,20170430,2017-00007618 - 4902539,215 - HOUSING REDEVELOPMENT,000 - GENERAL,3561 - HOME,General,2017,HOUSING REDEVELOPMENT
RV,NOT APPLICABLE,"$122,511.06",INDIRECT FEDERAL GRANT - 431.2200,20170430,2017-00009723 - 4977950,215 - HOUSING REDEVELOPMENT,000 - GENERAL,3563 - CDBG,General,2017,HOUSING REDEVELOPMENT
RV,NOT APPLICABLE,"$19,293.22",INDIRECT FEDERAL GRANT - 431.2200,20170531,2017-00008572 - 4924294,215 - HOUSING REDEVELOPMENT,000 - GENERAL,3561 - HOME,General,2017,HOUSING REDEVELOPMENT
RV,NOT APPLICABLE,"$100,688.65",INDIRECT FEDERAL GRANT - 431.2200,20170630,2017-00009466 - 4967923,215 - HOUSING REDEVELOPMENT,000 - GENERAL,3563 - CDBG,General,2017,HOUSING REDEVELOPMENT
RV,NOT APPLICABLE,"$18,112.74",INDIRECT FEDERAL GRANT - 431.2200,20170630,2017-00009466 - 4967924,215 - HOUSING REDEVELOPMENT,000 - GENERAL,3564 - CDBG ADMIN,General,2017,HOUSING REDEVELOPMENT
RV,NOT APPLICABLE,"$24,474.97",INDIRECT FEDERAL GRANT - 431.2200,20170630,2017-00009470 - 4967992,215 - HOUSING REDEVELOPMENT,000 - GENERAL,3561 - HOME,General,2017,HOUSING REDEVELOPMENT
RV,NOT APPLICABLE,"$14,117.69",INDIRECT FEDERAL GRANT - 431.2200,20170630,2017-00009974 - 5033161,215 - HOUSING REDEVELOPMENT,000 - GENERAL,3561 - HOME,General,2017,HOUSING REDEVELOPMENT
RV,NOT APPLICABLE,"$26,688.57",INDIRECT FEDERAL GRANT - 431.2200,20170731,2018-00001274 - 5005248,215 - HOUSING REDEVELOPMENT,000 - GENERAL,3561 - HOME,General,2017,HOUSING REDEVELOPMENT
RV,NOT APPLICABLE,"$14,717.60",INDIRECT FEDERAL GRANT - 431.2200,20170831,2018-00002066 - 5028444,215 - HOUSING REDEVELOPMENT,000 - GENERAL,3561 - HOME,General,2017,HOUSING REDEVELOPMENT
RV,NOT APPLICABLE,"$30,485.00",INDIRECT FEDERAL GRANT - 431.2200,20171231,2018-00006132 - 5144538,215 - HOUSING REDEVELOPMENT,000 - GENERAL,3561 - HOME,General,2017,HOUSING REDEVELOPMENT
RV,NOT APPLICABLE,"$46,314.48",INDIRECT FEDERAL GRANT - 431.2200,20180228,2018-00006917 - 5165237,215 - HOUSING REDEVELOPMENT,000 - GENERAL,3561 - HOME,General,2018,HOUSING REDEVELOPMENT
RV,NOT APPLICABLE,"$30,866.46",STATE GRANT - 434.2000,20170531,2017-00008572 - 4924295,215 - HOUSING REDEVELOPMENT,000 - GENERAL,3566 - HTF ADMIN,General,2017,HOUSING REDEVELOPMENT
RV,NOT APPLICABLE,"$5,494.61",STATE GRANT - 434.2000,20170630,2017-00009974 - 5033162,215 - HOUSING REDEVELOPMENT,000 - GENERAL,3566 - HTF ADMIN,General,2017,HOUSING REDEVELOPMENT
RV,NOT APPLICABLE,"$5,494.61",STATE GRANT - 434.2000,20170731,2018-00001274 - 5005249,215 - HOUSING REDEVELOPMENT,000 - GENERAL,3566 - HTF ADMIN,General,2017,HOUSING REDEVELOPMENT
RV,NOT APPLICABLE,"$5,790.42",STATE GRANT - 434.2000,20170930,2018-00003347 - 5064095,215 - HOUSING REDEVELOPMENT,000 - GENERAL,3566 - HTF ADMIN,General,2017,HOUSING REDEVELOPMENT
RV,NOT APPLICABLE,"$176,961.00",PRIVATE GRANT - 470.1100,20170630,2017-00009427 - 4961103,215 - HOUSING REDEVELOPMENT,000 - GENERAL,3563 - CDBG,General,2017,HOUSING REDEVELOPMENT
RV,NOT APPLICABLE,"$25,000.00",OTHER REVENUE - 479.0000,20180131,2018-00006166 - 5145421,218 - SPECIAL EVENTS,000 - GENERAL,3540 - RIVER REGATTA,General,2018,SPECIAL EVENTS
RV,NOT APPLICABLE,"$6,000.00",OTHER REVENUE - 479.0000,20180228,2018-00006708 - 5158782,218 - SPECIAL EVENTS,000 - GENERAL,3541 - BLUEGRASS FESTIVAL,General,2018,SPECIAL EVENTS
RV,NOT APPLICABLE,"$16,000.00",SPONSORSHIPS - 472.2000,20170630,2017-00009999 - 5036893,218 - SPECIAL EVENTS,000 - GENERAL,3540 - RIVER REGATTA,General,2017,SPECIAL EVENTS
RV,NOT APPLICABLE,"$27,500.00",SPONSORSHIPS - 472.2000,20180103,2018-00005024 - 5113277,218 - SPECIAL EVENTS,000 - GENERAL,3544 - SENIOR GAMES,General,2018,SPECIAL EVENTS
RV,NOT APPLICABLE,"$7,160.01",ADMISSION FEE - 474.2200,20180209,2018-00006363 - 5149996,218 - SPECIAL EVENTS,000 - GENERAL,3544 - SENIOR GAMES,General,2018,SPECIAL EVENTS
RV,NOT APPLICABLE,"$67,500.00",MOHAVE COUNTY PEST ABATEMENT DISTRICT - 438.2000,20170715,2018-00000393 - 4974524,221 - PEST ABATEMENT,000 - GENERAL,0000 - GENERAL,General,2017,PEST ABATEMENT
RV,NOT APPLICABLE,"$67,500.00",MOHAVE COUNTY - 438.0000,20171201,2018-00004395 - 5098187,221 - PEST ABATEMENT,000 - GENERAL,0000 - GENERAL,General,2017,PEST ABATEMENT
RV,NOT APPLICABLE,"$9,274.62",INDIRECT FEDERAL GRANT - 431.2200,20170623,2017-00009921 - 5021088,240 - VICTIM SERVICES GRANTS,000 - GENERAL,4022 - VICTIMS OF CRIME ACT,General,2017,VICTIM SERVICES GRANTS
RV,NOT APPLICABLE,"$6,614.00",INDIRECT FEDERAL GRANT - 431.2200,20170630,2017-00009742 - 4980132,240 - VICTIM SERVICES GRANTS,000 - GENERAL,4022 - VICTIMS OF CRIME ACT,General,2017,VICTIM SERVICES GRANTS
RV,NOT APPLICABLE,"$5,522.00",INDIRECT FEDERAL GRANT - 431.2200,20170731,2018-00005159 - 5118793,240 - VICTIM SERVICES GRANTS,000 - GENERAL,4022 - VICTIMS OF CRIME ACT,General,2017,VICTIM SERVICES GRANTS
RV,NOT APPLICABLE,"$5,522.00",INDIRECT FEDERAL GRANT - 431.2200,20170831,2018-00002374 - 5035525,240 - VICTIM SERVICES GRANTS,000 - GENERAL,4022 - VICTIMS OF CRIME ACT,General,2017,VICTIM SERVICES GRANTS
RV,NOT APPLICABLE,"$6,175.00",INDIRECT FEDERAL GRANT - 431.2200,20170831,2018-00005159 - 5118797,240 - VICTIM SERVICES GRANTS,000 - GENERAL,4022 - VICTIMS OF CRIME ACT,General,2017,VICTIM SERVICES GRANTS
RV,NOT APPLICABLE,"$6,175.00",INDIRECT FEDERAL GRANT - 431.2200,20170930,2018-00002682 - 5044342,240 - VICTIM SERVICES GRANTS,000 - GENERAL,4022 - VICTIMS OF CRIME ACT,General,2017,VICTIM SERVICES GRANTS
RV,NOT APPLICABLE,"$7,365.00",INDIRECT FEDERAL GRANT - 431.2200,20170930,2018-00005950 - 5139934,240 - VICTIM SERVICES GRANTS,000 - GENERAL,4022 - VICTIMS OF CRIME ACT,General,2017,VICTIM SERVICES GRANTS
RV,NOT APPLICABLE,"$5,830.00",INDIRECT FEDERAL GRANT - 431.2200,20171031,2018-00008055 - 5196133,240 - VICTIM SERVICES GRANTS,000 - GENERAL,4022 - VICTIMS OF CRIME ACT,General,2017,VICTIM SERVICES GRANTS
RV,NOT APPLICABLE,"$5,830.00",INDIRECT FEDERAL GRANT - 431.2200,20171130,2018-00008055 - 5196134,240 - VICTIM SERVICES GRANTS,000 - GENERAL,4022 - VICTIMS OF CRIME ACT,General,2017,VICTIM SERVICES GRANTS
RV,NOT APPLICABLE,"$8,789.00",INDIRECT FEDERAL GRANT - 431.2200,20171231,2018-00008055 - 5196135,240 - VICTIM SERVICES GRANTS,000 - GENERAL,4022 - VICTIMS OF CRIME ACT,General,2017,VICTIM SERVICES GRANTS
RV,NOT APPLICABLE,"$5,892.00",INDIRECT FEDERAL GRANT - 431.2200,20180131,2018-00008055 - 5196136,240 - VICTIM SERVICES GRANTS,000 - GENERAL,4022 - VICTIMS OF CRIME ACT,General,2018,VICTIM SERVICES GRANTS
RV,NOT APPLICABLE,"$11,427.70",INDIRECT FEDERAL GRANT - 431.2200,20170629,2017-00009726 - 4978934,241 - POLICE GRANTS,000 - GENERAL,5305 - GOVERNOR'S OFFICE HWYSFTY,General,2017,POLICE GRANTS
RV,NOT APPLICABLE,"$14,870.45",INDIRECT FEDERAL GRANT - 431.2200,20180220,2018-00007523 - 5183243,241 - POLICE GRANTS,000 - GENERAL,5305 - GOVERNOR'S OFFICE HWYSFTY,General,2018,POLICE GRANTS
RV,NOT APPLICABLE,"$10,109.50",FEDERAL GRANT - 431.2100,20170430,2017-00009231 - 4956233,245 - BHC SR NUTRITION CENTER,000 - GENERAL,0000 - GENERAL,General,2017,BHC SR NUTRITION CENTER
RV,NOT APPLICABLE,"$10,650.00",FEDERAL GRANT - 431.2100,20170531,2017-00009833 - 4991406,245 - BHC SR NUTRITION CENTER,000 - GENERAL,0000 - GENERAL,General,2017,BHC SR NUTRITION CENTER
RV,NOT APPLICABLE,"$6,402.80",FEDERAL GRANT - 431.2100,20170630,2017-00009833 - 4991407,245 - BHC SR NUTRITION CENTER,000 - GENERAL,0000 - GENERAL,General,2017,BHC SR NUTRITION CENTER
RV,NOT APPLICABLE,"$11,509.16",FEDERAL GRANT - 431.2100,20170731,2018-00002857 - 5050127,245 - BHC SR NUTRITION CENTER,000 - GENERAL,0000 - GENERAL,General,2017,BHC SR NUTRITION CENTER
RV,NOT APPLICABLE,"$11,509.16",FEDERAL GRANT - 431.2100,20170831,2018-00003128 - 5058615,245 - BHC SR NUTRITION CENTER,000 - GENERAL,0000 - GENERAL,General,2017,BHC SR NUTRITION CENTER
RV,NOT APPLICABLE,"$11,529.86",FEDERAL GRANT - 431.2100,20171231,2018-00006774 - 5161035,245 - BHC SR NUTRITION CENTER,000 - GENERAL,0000 - GENERAL,General,2017,BHC SR NUTRITION CENTER
RV,NOT APPLICABLE,"$12,112.06",FEDERAL GRANT - 431.2100,20180131,2018-00008145 - 5199237,245 - BHC SR NUTRITION CENTER,000 - GENERAL,0000 - GENERAL,General,2018,BHC SR NUTRITION CENTER
RV,NOT APPLICABLE,"$15,000.00",DONATIONS - 471.1200,20170628,2017-00009335 - 4958845,245 - BHC SR NUTRITION CENTER,000 - GENERAL,0000 - GENERAL,General,2017,BHC SR NUTRITION CENTER
RV,NOT APPLICABLE,"$5,012.74",DONATIONS - 471.1200,20180131,2018-00005934 - 5139575,245 - BHC SR NUTRITION CENTER,000 - GENERAL,0000 - GENERAL,General,2018,BHC SR NUTRITION CENTER
RV,NOT APPLICABLE,"$7,428.33",STATE GRANT - 434.2000,20170930,2018-00004005 - 5086832,245 - BHC SR NUTRITION CENTER,000 - GENERAL,0000 - GENERAL,General,2017,BHC SR NUTRITION CENTER
RV,NOT APPLICABLE,"$7,428.33",STATE GRANT - 434.2000,20171031,2018-00005315 - 5124346,245 - BHC SR NUTRITION CENTER,000 - GENERAL,0000 - GENERAL,General,2017,BHC SR NUTRITION CENTER
RV,NOT APPLICABLE,"$7,428.33",STATE GRANT - 434.2000,20171130,2018-00006477 - 5153533,245 - BHC SR NUTRITION CENTER,000 - GENERAL,0000 - GENERAL,General,2017,BHC SR NUTRITION CENTER
RV,NOT APPLICABLE,"$10,056.00",SPECIAL ASSESSMENT PYMT - 455.2600,20170630,2017-00010063 - 5065077,301 - STREET LIGHTING DISTRICTS,000 - GENERAL,0000 - GENERAL,General,2017,STREET LIGHTING DISTRICTS
RV,NOT APPLICABLE,"$8,403.61",SPECIAL ASSESSMENT PYMT - 455.2600,20171231,2018-00007598 - 5185868,301 - STREET LIGHTING DISTRICTS,000 - GENERAL,6801 - DESERT FOOTHILLS ESTATES,General,2017,STREET LIGHTING DISTRICTS
RV,NOT APPLICABLE,"$7,408.54",SPECIAL ASSESSMENT PYMT - 455.2600,20171231,2018-00007598 - 5185872,301 - STREET LIGHTING DISTRICTS,000 - GENERAL,6805 - FOX CREEK,General,2017,STREET LIGHTING DISTRICTS
RV,NOT APPLICABLE,"$5,162.38",INDIRECT FEDERAL GRANT - 431.2200,20170430,2017-00007591 - 4902160,304 - FLOOD CONTROL,000 - GENERAL,0000 - GENERAL,General,2017,FLOOD CONTROL
RV,NOT APPLICABLE,"$885,450.00",MOHAVE COUNTY FLOOD FUNDS - 438.1200,20170614,2017-00008918 - 4939360,304 - FLOOD CONTROL,000 - GENERAL,0000 - GENERAL,General,2017,FLOOD CONTROL
RV,NOT APPLICABLE,"$50,000.00",DONATIONS - 471.1200,20170503,2017-00007718 - 4905031,312 - PARKS & RECREATION,000 - GENERAL,3554 - ROTARY PARK IMPROVEMENTS,General,2017,PARKS & RECREATION
RV,NOT APPLICABLE,"$250,000.00",DONATIONS - 471.1200,20170517,2017-00008145 - 4915454,312 - PARKS & RECREATION,000 - GENERAL,3554 - ROTARY PARK IMPROVEMENTS,General,2017,PARKS & RECREATION
RV,NOT APPLICABLE,"$10,000.00",DONATIONS - 471.1200,20170517,2017-00008145 - 4915455,312 - PARKS & RECREATION,000 - GENERAL,3554 - ROTARY PARK IMPROVEMENTS,General,2017,PARKS & RECREATION
RV,NOT APPLICABLE,"$3,138,500.00",BOND/LOAN PROCEEDS - 493.1000,20171220,2018-00005143 - 5117829,315 - BHC/LAUGHLIN BRIDGE 2,000 - GENERAL,0000 - GENERAL,General,2017,BHC/LAUGHLIN BRIDGE 2
RV,NOT APPLICABLE,"$3,138,500.00",BOND PROCEEDS FROM SA - 493.2000,20171220,2018-00007358 - 5179592,317 - LAUGHLIN RANCH ID,000 - GENERAL,0000 - GENERAL,General,2017,LAUGHLIN RANCH ID
RV,NOT APPLICABLE,"$3,016,663.22",BOND PROCEEDS FROM SA - 493.2000,20171220,2018-00007814 - 5190463,317 - LAUGHLIN RANCH ID,000 - GENERAL,0000 - GENERAL,General,2017,LAUGHLIN RANCH ID
RV,NOT APPLICABLE,"$9,548.00",BOND/LOAN PROCEEDS - 493.1000,20170501,2017-00007501 - 4899518,350 - PARKING,000 - GENERAL,3815 - CLEARWATER PARKING ,General,2017,PARKING
RV,NOT APPLICABLE,"$9,909.00",PRE-PAID PRINCIPAL - 455.1300,20170512,2017-00008961 - 4941966,407 - SID#2,000 - GENERAL,0000 - GENERAL,General,2017,SID#2
RV,NOT APPLICABLE,"$18,553.33",PRE-PAID PRINCIPAL - 455.1300,20170512,2017-00008970 - 4942179,407 - SID#2,000 - GENERAL,0000 - GENERAL,General,2017,SID#2
RV,NOT APPLICABLE,"$6,302.23",PRE-PAID PRINCIPAL - 455.1300,20170601,2017-00009844 - 4992186,407 - SID#2,000 - GENERAL,0000 - GENERAL,General,2017,SID#2
RV,NOT APPLICABLE,"$5,306.52",PRE-PAID PRINCIPAL - 455.1300,20170831,2018-00001740 - 5017305,407 - SID#2,000 - GENERAL,0000 - GENERAL,General,2017,SID#2
RV,NOT APPLICABLE,"$12,934.27",PRE-PAID PRINCIPAL - 455.1300,20170831,2018-00001924 - 5023006,407 - SID#2,000 - GENERAL,0000 - GENERAL,General,2017,SID#2
RV,NOT APPLICABLE,"$7,005.86",PRE-PAID PRINCIPAL - 455.1300,20171006,2018-00007995 - 5194859,407 - SID#2,000 - GENERAL,0000 - GENERAL,General,2017,SID#2
RV,NOT APPLICABLE,"$11,254.03",PRE-PAID PRINCIPAL - 455.1300,20180319,2018-00007254 - 5176342,407 - SID#2,000 - GENERAL,0000 - GENERAL,General,2018,SID#2
RV,NOT APPLICABLE,"$42,243.95",SPECIAL ASSESSMENT PYMT - 455.1600,20170501,2017-00007755 - 4905514,407 - SID#2,000 - GENERAL,0000 - GENERAL,General,2017,SID#2
