Transaction Type,Payee/Customer/Vendor Name,Amount,Object,Transaction Description,Posting Date,Transaction ID,Fund,Dept,Div,Fund1,Dept1,Div1,Record Number,Fiscal Year
EX,NOT APPLICABLE,"$5,295.67 ",5210,PROPERTY & RISK INSURANCE - 5210,20130630,2013-00004008 - 3698022,201,631,6100,201 - STREETS (HURF),631 - TRANSPORTATION,6100 - STREET OPERATIONS,2428,2013
PY,NOT APPLICABLE,"$10,358.89 ",1105,REGULAR FULL-TIME WAGES - 1105,20130630,2013-00008839 - 3860446,201,631,6100,201 - STREETS (HURF),631 - TRANSPORTATION,6100 - STREET OPERATIONS,2429,2013
EX,NOT APPLICABLE,"$10,805.67 ",4330,VEHICLE REPAIRS & SERVICE - 4330,20130630,2013-00002958 - 3665085,201,631,6100,201 - STREETS (HURF),631 - TRANSPORTATION,6100 - STREET OPERATIONS,2430,2013
RV,NOT APPLICABLE,"$6,146.04 ",416.1,BED TAX - 416.1000,20130630,2013-00009121 - 3888130,202,0,0,202 - ECONOMIC DEVELOPMENT,000 - GEN,0000 - GEN,2431,2013
EX,BULLHEAD REGIONAL ECONOMIC DEVELOPMENT AUTHORITY,"$8,333.33 ",3132,"MONTHLY SUPPORT FEE, JUNE 2013 - 3132",20130630,4278 - 216 - 06/30/2013 - 2602,202,665,2030,202 - ECONOMIC DEVELOPMENT,665 - ECONOMIC DEVELOPMENT,2030 - ECONOMIC DEVELOPMENT,2432,2013
RV,NOT APPLICABLE,"$123,333.27 ",446.11,WATER IMPOST - 446.1100,20130630,2013-00008884 - 3868223,210,0,0,210 - WATER IMPOST,000 - GEN,0000 - GEN,2433,2013
RV,NOT APPLICABLE,"$43,218.59 ",431.22,INDIRECT FEDERAL GRANT - 431.2200,20130630,2014-00000874 - 3885480,211,0,3585,211 - TRANSIT,000 - GEN,3585 - TRANSIT ADOT 2013,2434,2013
EX,NOT APPLICABLE,"$10,489.25 ",6210,GASOLINE - 6210,20130630,2013-00008812 - 3856216,211,619,3585,211 - TRANSIT,619 - GEN GOVT,3585 - TRANSIT ADOT 2013,2435,2013
EX,NOT APPLICABLE,"$5,990.00 ",1510,HEALTH INSURANCE - 1510,20130630,2013-00008887 - 3869098,211,619,3585,211 - TRANSIT,619 - GEN GOVT,3585 - TRANSIT ADOT 2013,2436,2013
EX,NOT APPLICABLE,"$259,986.00 ",7410,MACHINERY & EQUIPMENT - 7410,20130630,2013-00008831 - 3859146,211,700,3584,211 - TRANSIT,700 - CAPITAL OUTLAY,3584 - TRANSIT ADOT 2012,2437,2013
RV,NOT APPLICABLE,"$12,291.75 ",491.111,TRANSFER FROM GEN FUND - 491.1110,20130630,2013-00008307 - 3832997,211,790,3585,211 - TRANSIT,790 - OPERATING TRANSFERS,3585 - TRANSIT ADOT 2013,2438,2013
RV,NOT APPLICABLE,"$87,888.67 ",431.22,INDIRECT FEDERAL GRANT - 431.2200,20130630,2013-00008983 - 3873763,215,0,3561,215 - HOUSING REDEVELOPMENT,000 - GEN,3561 - HOME,2439,2013
RV,NOT APPLICABLE,"$11,000.00 ",434.2,STATE GRANT - 434.2000,20130630,2013-00008983 - 3873764,215,0,3566,215 - HOUSING REDEVELOPMENT,000 - GEN,3566 - HTF ADMIN,2440,2013
RV,NOT APPLICABLE,"$37,560.00 ",447.11,RIVER REGATTA FEES - 447.1100,20130630,2013-00008991 - 3873915,218,0,0,218 - SPECIAL EVENTS,000 - GEN,0000 - GEN,2441,2013
RV,NOT APPLICABLE,"$37,560.00 ",447.11,RIVER REGATTA FEES - 447.1100,20130630,2013-00009114 - 3888050,218,0,3540,218 - SPECIAL EVENTS,000 - GEN,3540 - RIVER REGATTA,2442,2013
EX,NOT APPLICABLE,"$11,292.74 ",4420,EQUIP. & VEHICLE RENTAL - 4420,20130630,2013-00008986 - 3873788,218,650,3540,218 - SPECIAL EVENTS,650 - PARKS & REC,3540 - RIVER REGATTA,2443,2013
RV,NOT APPLICABLE,"$15,125.59 ",431.22,INDIRECT FEDERAL GRANT - 431.2200,20130630,2013-00009322 - 3914853,241,0,5307,241 - POLICE GRANTS,000 - GEN,5307 - HOMELAND SECURITY,2444,2013
EX,NOT APPLICABLE,"$15,125.59 ",7030,"EQUIPMENT<$5,000 - 7030",20130630,2013-00009030 - 3877306,241,621,5307,241 - POLICE GRANTS,621 - PUBLIC SAFETY,5307 - HOMELAND SECURITY,2445,2013
EX,"CREATIVE COMMUNICATIONS, INC.","$15,125.59 ",6120,SPECIALTY SUPPLIES - 6120,20130630,9731 - 326391 - 06/30/2013 - 6659,241,621,5315,241 - POLICE GRANTS,621 - PUBLIC SAFETY,5315 - MISC. POLICE GRANTS,2446,2013
RV,NOT APPLICABLE,"$31,496.49 ",431.21,FEDERAL GRANT - 431.2100,20130630,2013-00009232 - 3898539,245,0,0,245 - BHC SR NUTRITION CENTER,000 - GEN,0000 - GEN,2447,2013
EX,WESTERN ARIZONA REGIONAL MEDICAL CENTER,"$9,875.40 ",3890,"MEALS ON WHEELS, JUNE 2013 - 3890",20130630,12557 - 063013 - 06/30/2013 - 6293,245,641,3576,245 - BHC SR NUTRITION CENTER,641 - HEALTH AND WELFARE,3576 - BHC SR NUTRITION CENTER,2448,2013
RV,NOT APPLICABLE,"$6,342.15 ",455.26,SPECIAL ASSESSMENT PYMT - 455.2600,20130630,2013-00009102 - 3883331,301,0,6811,301 - STREET LIGHTING DISTRICTS,000 - GEN,6811 - LAUGHLIN RANCH,2449,2013
RV,NOT APPLICABLE,"$26,910.00 ",431.22,INDIRECT FEDERAL GRANT - 431.2200,20130630,2013-00008972 - 3873670,304,0,0,304 - FLOOD CONTROL,000 - GEN,0000 - GEN,2450,2013
RV,NOT APPLICABLE,"$249,857.51 ",431.22,INDIRECT FEDERAL GRANT - 431.2200,20130630,2013-00008972 - 3873672,304,0,0,304 - FLOOD CONTROL,000 - GEN,0000 - GEN,2451,2013
EX,NOT APPLICABLE,"$5,298.58 ",4330,VEHICLE REPAIRS & SERVICE - 4330,20130630,2013-00002958 - 3665093,304,631,6100,304 - FLOOD CONTROL,631 - TRANSPORTATION,6100 - STREET OPERATIONS,2452,2013
EX,MCCORMICK CONSTRUCTION CO.,"$275,098.35 ",7321,MONTANA WASH IMPROVEMENTS THRU 6/30/13 - 7321,20130630,1307 - 58659 - 06/30/2013 - 6158,304,700,6304,304 - FLOOD CONTROL,700 - CAPITAL OUTLAY,6304 - MONTANA WASH/GOLD RUSH ROAD,2453,2013
EX,NOT APPLICABLE,"$44,928.51 ",9050,TRANSFER TO PROPRIETARY FUNDS - 9050,20130630,2013-00008988 - 3873808,304,790,6300,304 - FLOOD CONTROL,790 - OPERATING TRANSFERS,6300 - OPERATIONS,2454,2013
RV,NOT APPLICABLE,"$60,341.40 ",431.21,FEDERAL GRANT - 431.2100,20130630,2013-00008888 - 3868394,312,0,3555,312 - PARKS & RECREATION,000 - GEN,3555 - VETERAN PARK IMPROVEMENTS,2455,2013
EX,"AMTI SUNBELT, LLP","$7,507.50 ",7340,AZ13002 NSIP 24 - 7340,20130630,18435 - 13657 - 06/30/2013 - 4567,313,700,6105,313 - TRANSPORTATION,700 - CAPITAL OUTLAY,6105 - ANNUAL STREET MAINTENANCE,2456,2013
EX,AMERICAN PAVEMENT PRESERVATION LLC,"$351,243.99 ",7340,NEIGHBORHOOD STREETS IMPROVEMENT PROJECT - 7340,20130630,88 - 4525 - 06/30/2013 - 4567,313,700,6105,313 - TRANSPORTATION,700 - CAPITAL OUTLAY,6105 - ANNUAL STREET MAINTENANCE,2457,2013
EX,NOT APPLICABLE,"$56,400.00 ",7340,STREETS IMPROVEMENTS - 7340,20130630,2013-00009341 - 3916716,313,700,6121,313 - TRANSPORTATION,700 - CAPITAL OUTLAY,6121 - ROAD SAFETY AUDIT IMPRVMT,2458,2013
EX,NOT APPLICABLE,"$47,532.33 ",9010,TRANSFER TO GENERAL FUND - 9010,20130630,2013-00009099 - 3881672,314,790,3571,314 - MUNICIPAL FACILITIES,790 - OPERATING TRANSFERS,3571 - FACILITY IMPROVEMENTS,2459,2013
RV,NOT APPLICABLE,"$122,484.88 ",491.111,TRANSFER FROM GEN FUND - 491.1110,20130630,2013-00005729 - 3754310,401,790,3575,401 - DEBT SERVICE,790 - OPERATING TRANSFERS,3575 - MUNICIPAL PROPERTY CORP,2460,2013
RV,NOT APPLICABLE,"$66,409.54 ",491.117,TRANSFER FROM DEBT SRV FD - 491.1170,20130630,2013-00009123 - 3888161,403,790,6481,403 - EAST BRANCH SEWER ID,790 - OPERATING TRANSFERS,6481 - EAST BRANCH SEWER,2461,2013
RV,NOT APPLICABLE,"$11,399.95 ",444.18,RECLAIMED WATER - 444.1800,20130630,2013-00008800 - 3854801,501,0,0,501 - WASTEWATER,000 - GEN,0000 - GEN,2462,2013
EX,WELLS FARGO,"$18,173.49 ",3420,BANK SERVICE CHARGES FOR FY 2013 - 3420,20130630,4177 - 2013-00001081 - 06/30/2013 - 5110,501,615,2510,501 - WASTEWATER,615 - FIN ADMIN,2510 - BILLING AND COLLECTION,2463,2013
EX,NOT APPLICABLE,"$5,388.50 ",6150,POSTAGE - 6150,20130630,2013-00008973 - 3873685,501,615,2510,501 - WASTEWATER,615 - FIN ADMIN,2510 - BILLING AND COLLECTION,2464,2013
EX,NOT APPLICABLE,"$8,465.76 ",3420,BANKING SERVICES - 3420,20130630,2013-00009346 - 3916940,501,615,2510,501 - WASTEWATER,615 - FIN ADMIN,2510 - BILLING AND COLLECTION,2465,2013
EX,HILL BROTHERS CHEMICAL CO.,"$5,763.94 ",6520,THIOGUARD - 6520,20130630,2999 - 4379452 - 06/30/2013 - 5219,501,632,6400,501 - WASTEWATER,632 - SANITATION,6400 - WASTEWATER,2466,2013
EX,NOT APPLICABLE,"$12,862.00 ",1510,HEALTH INSURANCE - 1510,20130630,2013-00008887 - 3869129,501,632,6400,501 - WASTEWATER,632 - SANITATION,6400 - WASTEWATER,2467,2013
EX,NOT APPLICABLE,"$6,588.33 ",5210,PROPERTY & RISK INSURANCE - 5210,20130630,2013-00004008 - 3698032,501,632,6400,501 - WASTEWATER,632 - SANITATION,6400 - WASTEWATER,2468,2013
PY,NOT APPLICABLE,"$14,220.93 ",1105,REGULAR FULL-TIME WAGES - 1105,20130630,2013-00008839 - 3860678,501,632,6400,501 - WASTEWATER,632 - SANITATION,6400 - WASTEWATER,2469,2013
EX,NOT APPLICABLE,"$5,520.83 ",4330,VEHICLE REPAIRS & SERVICE - 4330,20130630,2013-00002958 - 3665096,501,632,6400,501 - WASTEWATER,632 - SANITATION,6400 - WASTEWATER,2470,2013
EX,NOT APPLICABLE,"$25,400.29 ",8505,DEPRECIATION - 8505,20130630,2013-00009230 - 3898535,501,660,6400,501 - WASTEWATER,660 - PUBLIC WORKS,6400 - WASTEWATER,2471,2013
EX,NOT APPLICABLE,"$3,402,110.43 ",8505,DEPRECIATION - 8505,20130630,2013-00009148 - 3889681,501,660,6400,501 - WASTEWATER,660 - PUBLIC WORKS,6400 - WASTEWATER,2472,2013
EX,NOT APPLICABLE,"$6,771.80 ",8055,DEBT ISSUANCE COST - 8055,20130630,2013-00009314 - 3913512,501,670,6400,501 - WASTEWATER,670 - DEBT SERVICE,6400 - WASTEWATER,2473,2013
EX,NOT APPLICABLE,"$7,376.98 ",8055,DEBT ISSUANCE COST - 8055,20130630,2013-00009314 - 3913513,501,670,6400,501 - WASTEWATER,670 - DEBT SERVICE,6400 - WASTEWATER,2474,2013
EX,NOT APPLICABLE,"$13,188.99 ",8055,DEBT ISSUANCE COST - 8055,20130630,2013-00009314 - 3913511,501,670,6400,501 - WASTEWATER,670 - DEBT SERVICE,6400 - WASTEWATER,2475,2013
EX,NOT APPLICABLE,"$9,795.51 ",8041,INTEREST PAYMENT - 8041,20130630,2013-00009314 - 3913503,501,670,6400,501 - WASTEWATER,670 - DEBT SERVICE,6400 - WASTEWATER,2476,2013
EX,NOT APPLICABLE,"$10,608.86 ",8041,INTEREST PAYMENT - 8041,20130630,2013-00009314 - 3913504,501,670,6400,501 - WASTEWATER,670 - DEBT SERVICE,6400 - WASTEWATER,2477,2013
EX,NOT APPLICABLE,"$16,672.09 ",8041,INTEREST PAYMENT - 8041,20130630,2013-00009314 - 3913506,501,670,6400,501 - WASTEWATER,670 - DEBT SERVICE,6400 - WASTEWATER,2478,2013
EX,NOT APPLICABLE,"$18,066.90 ",8041,INTEREST PAYMENT - 8041,20130630,2013-00009314 - 3913505,501,670,6400,501 - WASTEWATER,670 - DEBT SERVICE,6400 - WASTEWATER,2479,2013
EX,REINKE HEATING & AIR CONDITIONING INC,"$9,332.01 ",7410,12.5 TON CARRIER STRAIGHT COOLING PACKAGE - 7410,20130630,2840 - 06192013 - 06/30/2013 - 5326,501,700,6400,501 - WASTEWATER,700 - CAPITAL OUTLAY,6400 - WASTEWATER,2480,2013
EX,NOT APPLICABLE,"$66,409.54 ",9060,TRANSFER TO OTHER FUNDS - 9060,20130630,2013-00009123 - 3888163,501,790,6400,501 - WASTEWATER,790 - OPERATING TRANSFERS,6400 - WASTEWATER,2481,2013
RV,NOT APPLICABLE,"$44,928.51 ",491.113,TRANSFER FROM FLOOD CNTRL - 491.1130,20130630,2013-00008988 - 3873811,501,790,6400,501 - WASTEWATER,790 - OPERATING TRANSFERS,6400 - WASTEWATER,2482,2013
RV,NOT APPLICABLE,"$6,627.45 ",491.111,TRANSFER FROM GEN FUND - 491.1110,20130630,2013-00008988 - 3873795,501,790,6400,501 - WASTEWATER,790 - OPERATING TRANSFERS,6400 - WASTEWATER,2483,2013
RV,NOT APPLICABLE,"$44,847.08 ",491.111,TRANSFER FROM GEN FUND - 491.1110,20130630,2013-00008988 - 3873807,501,790,6400,501 - WASTEWATER,790 - OPERATING TRANSFERS,6400 - WASTEWATER,2484,2013
RV,NOT APPLICABLE,"$82,751.95 ",491.111,TRANSFER FROM GEN FUND - 491.1110,20130630,2013-00008988 - 3873800,501,790,6400,501 - WASTEWATER,790 - OPERATING TRANSFERS,6400 - WASTEWATER,2485,2013
EX,"ECOVERDE, LLC","$8,220.00 ",7350,10% PAYMENT FOR EG-8.1 SYSTEM - 7350,20130630,683 - 1326-3 - 06/30/2013 - 5468,520,700,6405,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6405 - LIFT STATION REHAB,2486,2013
EX,"ATKINS NORTH AMERICA, INC. ","$6,894.50 ",7350,"DESIGN & CONST. ADMIN, 6/3-6/30/13 - 7350",20130630,17138 - 1171752 - 06/30/2013 - 5468,520,700,6405,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6405 - LIFT STATION REHAB,2487,2013
EX,"ATKINS NORTH AMERICA, INC. ","$20,093.75 ",7350,"DESIGN & CONSTRUCTION ADMIN, PROJECT 12-E-001 - 7350",20130630,17138 - 1171377 - 06/30/2013 - 5468,520,700,6405,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6405 - LIFT STATION REHAB,2488,2013
EX,NOT APPLICABLE,"$14,172.50 ",7350,SEWER IMPROVEMENTS - 7350,20130630,2013-00008871 - 3867117,520,700,6405,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6405 - LIFT STATION REHAB,2489,2013
EX,NOT APPLICABLE,"$24,166.93 ",7350,SEWER IMPROVEMENTS - 7350,20130630,2013-00008864 - 3866098,520,700,6405,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6405 - LIFT STATION REHAB,2490,2013
EX,NOT APPLICABLE,"$42,950.25 ",7350,SEWER IMPROVEMENTS - 7350,20130630,2013-00008864 - 3867053,520,700,6405,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6405 - LIFT STATION REHAB,2491,2013
RV,NOT APPLICABLE,"$8,167.68 ",440.3,SALE OF FUEL - 440.3000,20130630,2013-00008811 - 3856185,601,0,0,601 - FLEET SERVICES,000 - GEN,0000 - GEN,2492,2013
RV,NOT APPLICABLE,"$54,488.97 ",440.3,SALE OF FUEL - 440.3000,20130630,2013-00008812 - 3856223,601,0,0,601 - FLEET SERVICES,000 - GEN,0000 - GEN,2493,2013
RV,NOT APPLICABLE,"$131,102.58 ",497,CAPITAL CONTRIBUTIONS - 497.0000,20130630,2013-00009224 - 3897423,601,0,0,601 - FLEET SERVICES,000 - GEN,0000 - GEN,2494,2013
RV,NOT APPLICABLE,"$49,141.50 ",440.4,INTERNAL SERVICE CHARGE - 440.4000,20130630,2013-00002958 - 3665099,601,0,0,601 - FLEET SERVICES,000 - GEN,0000 - GEN,2495,2013
EX,TEXMO OIL COMPANY JOBBERS,"$25,945.97 ",6210,UNLEADED FUEL - 6210,20130630,1479 - 71088 - 06/30/2013 - 5598,601,660,6200,601 - FLEET SERVICES,660 - PUBLIC WORKS,6200 - FLEET SERVICES,2496,2013
EX,NOT APPLICABLE,"$12,114.97 ",6232,AUTO PARTS - 6232,20130630,2013-00009394 - 3958876,601,660,6200,601 - FLEET SERVICES,660 - PUBLIC WORKS,6200 - FLEET SERVICES,2497,2013
EX,NOT APPLICABLE,"$180,294.91 ",8505,DEPRECIATION - 8505,20130630,2013-00009148 - 3889682,601,660,6200,601 - FLEET SERVICES,660 - PUBLIC WORKS,6200 - FLEET SERVICES,2498,2013
EX,NOT APPLICABLE,"$10,702.15 ",6210,GASOLINE - 6210,20130630,2013-00008819 - 3856748,601,660,6200,601 - FLEET SERVICES,660 - PUBLIC WORKS,6200 - FLEET SERVICES,2499,2013
EX,NOT APPLICABLE,"$5,321.29 ",6225,TIRES - 6225,20130630,2014-00000827 - 3883656,601,660,6200,601 - FLEET SERVICES,660 - PUBLIC WORKS,6200 - FLEET SERVICES,2500,2013
EX,NOT APPLICABLE,"$8,060.39 ",6225,TIRES - 6225,20130630,2013-00009288 - 3908964,601,660,6200,601 - FLEET SERVICES,660 - PUBLIC WORKS,6200 - FLEET SERVICES,2501,2013
RV,NOT APPLICABLE,"$9,951.43 ",440.4,INTERNAL SERVICE CHARGE - 440.4000,20130630,2013-00008839 - 3860724,604,0,0,604 - RISK MANAGEMENT,000 - GEN,0000 - GEN,2502,2013
RV,NOT APPLICABLE,"$74,530.71 ",440.4,INTERNAL SERVICE CHARGE - 440.4000,20130630,2013-00004008 - 3698041,604,0,0,604 - RISK MANAGEMENT,000 - GEN,0000 - GEN,2503,2013
EX,ARIZONA MUNICIPAL RISK RETENTION POOL,"$100,992.00 ",5215,QUARTERLY W/C REPORT APR - JUNE 2013 - 5215,20130630,1020 - 2014-00000031 - 06/30/2013 - 5710,604,618,2040,604 - RISK MANAGEMENT,618 - PERS ADMIN,2040 - HUMAN RESOURCES,2504,2013
RV,NOT APPLICABLE,"$49,637.73 ",479,OTHER REVENUE - 479.0000,20130630,2013-00008882 - 3867956,605,0,0,605 - EMP BENEFIT TRUST,000 - GEN,0000 - GEN,2505,2013
RV,NOT APPLICABLE,"$202,390.00 ",440.4,INTERNAL SERVICE CHARGE - 440.4000,20130630,2013-00008887 - 3869146,610,0,0,610 - NORTHWEST AZ EMP BENEFIT TRUST,000 - GEN,0000 - GEN,2506,2013
EX,NOT APPLICABLE,"$77,771.08 ",8505,DEPRECIATION - 8505,20130630,2013-00009127 - 3889348,900,619,9500,900 - GEN FIXED ASSETS ACT GRP,619 - GEN GOVT,9500 - GENERAL SERVICES,2507,2013
EX,NOT APPLICABLE,"$169,649.18 ",8505,DEPRECIATION - 8505,20130630,2013-00009125 - 3888231,900,619,9500,900 - GEN FIXED ASSETS ACT GRP,619 - GEN GOVT,9500 - GENERAL SERVICES,2508,2013
EX,NOT APPLICABLE,"$180,294.91 ",8505,DEPRECIATION - 8505,20130630,2013-00009126 - 3889266,900,619,9500,900 - GEN FIXED ASSETS ACT GRP,619 - GEN GOVT,9500 - GENERAL SERVICES,2509,2013
EX,NOT APPLICABLE,"$6,635,863.86 ",8505,DEPRECIATION - 8505,20130630,2013-00009148 - 3889683,900,619,9500,900 - GEN FIXED ASSETS ACT GRP,619 - GEN GOVT,9500 - GENERAL SERVICES,2510,2013
RV,NOT APPLICABLE,"$25,485.47 ",413.1,CITY SALES TAX - 413.1000,20130701,2014-00000203 - 3858275,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,1,2014
EX,US POSTMASTERS,"$8,000.00 ",6150,POSTAGE FOR WASTEWATER BILLING 0713 - 6150,20130701,1492 - JULY 2013 - 07/01/2013 - 1195,101,615,2510,101 - GENERAL ,615 - FIN ADMIN,2510 - BILLING AND COLLECTION,2,2014
EX,ARIZONA DEPARTMENT OF ECONOMIC,"$5,897.49 ",1550,2ND QTR 2013 UNEMPLOYMENT TAX - 1550,20130701,1016 - 2014-00000214 - 07/01/2013 - 1580,101,619,9500,101 - GENERAL ,619 - GEN GOVT,9500 - GENERAL SERVICES,3,2014
EX,"MCKEE, DELORES  PETICA","$8,946.90 ",3215,PUBLIC DEFENDER CONTRACT 0713 - 3215,20130701,4570 - JULY 2013 - 07/01/2013 - 1586,101,619,9500,101 - GENERAL ,619 - GEN GOVT,9500 - GENERAL SERVICES,4,2014
EX,NOT APPLICABLE,"$8,519.68 ",9040,TRANSFER TO CAP PROJ FUND - 9040,20130701,2014-00002037 - 3920032,201,790,6100,201 - STREETS (HURF),790 - OPERATING TRANSFERS,6100 - STREET OPERATIONS,5,2014
EX,NOT APPLICABLE,"$27,901.23 ",9040,TRANSFER TO CAP PROJ FUND - 9040,20130701,2014-00002037 - 3920037,201,790,6100,201 - STREETS (HURF),790 - OPERATING TRANSFERS,6100 - STREET OPERATIONS,6,2014
EX,AMERICHARTER,"$54,736.50 ",4420,ADVANCE PAYMENT FOR RIVER REGATTA 2013 - 4420,20130701,19732 - REGATTA PMT #1 - 07/01/2013 - 3716,218,650,3540,218 - SPECIAL EVENTS,650 - PARKS & REC,3540 - RIVER REGATTA,7,2014
EX,BLUE WATER SOUND AND LIGHTS,"$6,300.00 ",4420,REGATTA SOUND SYSTEM DEPOSIT - 4420,20130701,227 - 290 - 07/01/2013 - 3716,218,650,3540,218 - SPECIAL EVENTS,650 - PARKS & REC,3540 - RIVER REGATTA,8,2014
RV,NOT APPLICABLE,"$8,519.68 ",491.112,TRANSFER FROM HURF - 491.1120,20130701,2014-00002037 - 3920039,313,790,6100,313 - TRANSPORTATION,790 - OPERATING TRANSFERS,6100 - STREET OPERATIONS,9,2014
RV,NOT APPLICABLE,"$27,901.23 ",491.112,TRANSFER FROM HURF - 491.1120,20130701,2014-00002037 - 3920040,313,790,6100,313 - TRANSPORTATION,790 - OPERATING TRANSFERS,6100 - STREET OPERATIONS,10,2014
EX,WATER INFRASTRUCTURE FINANCE,"$46,783.19 ",8041,SID #1 SEMI-ANNUAL PAYMENT - 8041,20130701,3994 - 910027-98 0713 - 07/01/2013 - 4853,406,670,6482,406 - SID#1,670 - DEBT SERVICE,6482 - SEWER IMPROVEMENT DIST 1,11,2014
EX,WATER INFRASTRUCTURE FINANCE,"$7,899.93 ",3160,SID #2 SEMI-ANNUAL PAYMENT - 3160,20130701,3994 - 910057-04 0713 - 07/01/2013 - 7032,407,670,6483,407 - SID#2,670 - DEBT SERVICE,6483 - SEWER IMPROVEMENT DIST 2,12,2014
EX,WATER INFRASTRUCTURE FINANCE,"$76,155.28 ",8041,SID #2 SEMI-ANNUAL PAYMENT - 8041,20130701,3994 - 910057-04 0713 - 07/01/2013 - 4884,407,670,6483,407 - SID#2,670 - DEBT SERVICE,6483 - SEWER IMPROVEMENT DIST 2,13,2014
EX,WATER INFRASTRUCTURE FINANCE,"$54,670.09 ",3160,SID #3 SEMI-ANNUAL PAYMENT - 3160,20130701,3994 - 910081-06 0713 - 07/01/2013 - 7033,408,670,6484,408 - SID#3,670 - DEBT SERVICE,6484 - SEWER IMPROVEMENT DIST 3,14,2014
EX,WATER INFRASTRUCTURE FINANCE,"$213,213.35 ",8041,SID #3 SEMI-ANNUAL PAYMENT - 8041,20130701,3994 - 910081-06 0713 - 07/01/2013 - 4918,408,670,6484,408 - SID#3,670 - DEBT SERVICE,6484 - SEWER IMPROVEMENT DIST 3,15,2014
RV,NOT APPLICABLE,"$13,652.94 ",444.18,RECLAIMED WATER - 444.1800,20130701,2014-00001073 - 3890795,501,0,0,501 - WASTEWATER,000 - GEN,0000 - GEN,16,2014
EX,NOT APPLICABLE,"$12,377.06 ",4343,SOFTWARE/HARDWARE AGREE. - 4343,20130701,2014-00009043 - 4132858,501,632,6400,501 - WASTEWATER,632 - SANITATION,6400 - WASTEWATER,17,2014
EX,ARIZONA MUNICIPAL RISK RETENTION POOL,"$20,181.00 ",5210,QUARTERLY INSTALLMENT ON CITY'S EXCESS LIABILITY INSURANCE - 5210,20130701,1020 - 8200 - 07/01/2013 - 5718,604,618,2040,604 - RISK MANAGEMENT,618 - PERS ADMIN,2040 - HUMAN RESOURCES,18,2014
EX,ARIZONA MUNICIPAL RISK RETENTION POOL,"$117,444.25 ",5210,QUARTERLY INSTALLMENT ON CITY'S LIABILITY INSURANCE - 5210,20130701,1020 - 8201 - 07/01/2013 - 5718,604,618,2040,604 - RISK MANAGEMENT,618 - PERS ADMIN,2040 - HUMAN RESOURCES,19,2014
EX,NORTHWEST ARIZONA EMPLOYEE BENEFIT TRUST,"$20,316.76 ",3220,DENTAL AND VISION CLAIMS AND PREMIUM - 3220,20130701,512 - JULY 13 DNT/VIS - 07/01/2013 - 6776,610,618,2040,610 - NORTHWEST AZ EMP BENEFIT TRUST,618 - PERS ADMIN,2040 - HUMAN RESOURCES,20,2014
EX,NORTHWEST ARIZONA EMPLOYEE BENEFIT TRUST,"$217,960.14 ",3220,MEDICAL CLAIMS AND PREMIUM - 3220,20130701,512 - JULY 2013 - 07/01/2013 - 6776,610,618,2040,610 - NORTHWEST AZ EMP BENEFIT TRUST,618 - PERS ADMIN,2040 - HUMAN RESOURCES,21,2014
EX,NORTHWEST ARIZONA EMPLOYEE BENEFIT TRUST,"$27,932.55 ",3430,MEDICAL CLAIMS AND PREMIUM - 3430,20130701,512 - JULY 2013 - 07/01/2013 - 6777,610,618,2040,610 - NORTHWEST AZ EMP BENEFIT TRUST,618 - PERS ADMIN,2040 - HUMAN RESOURCES,22,2014
EX,NOT APPLICABLE,"$6,492.41 ",8505,DEPRECIATION - 8505,20130701,2014-00009316 - 4187293,900,619,9500,900 - GEN FIXED ASSETS ACT GRP,619 - GEN GOVT,9500 - GENERAL SERVICES,23,2014
EX,NOT APPLICABLE,"$7,322.50 ",8505,DEPRECIATION - 8505,20130701,2014-00009319 - 4187299,900,619,9500,900 - GEN FIXED ASSETS ACT GRP,619 - GEN GOVT,9500 - GENERAL SERVICES,24,2014
EX,NOT APPLICABLE,"$7,473.28 ",8505,DEPRECIATION - 8505,20130701,2014-00009323 - 4187307,900,619,9500,900 - GEN FIXED ASSETS ACT GRP,619 - GEN GOVT,9500 - GENERAL SERVICES,25,2014
EX,NOT APPLICABLE,"$7,473.28 ",8505,DEPRECIATION - 8505,20130701,2014-00009324 - 4187309,900,619,9500,900 - GEN FIXED ASSETS ACT GRP,619 - GEN GOVT,9500 - GENERAL SERVICES,26,2014
EX,NOT APPLICABLE,"$10,983.75 ",8505,DEPRECIATION - 8505,20130701,2014-00009320 - 4187301,900,619,9500,900 - GEN FIXED ASSETS ACT GRP,619 - GEN GOVT,9500 - GENERAL SERVICES,27,2014
EX,NOT APPLICABLE,"$10,983.75 ",8505,DEPRECIATION - 8505,20130701,2014-00009321 - 4187303,900,619,9500,900 - GEN FIXED ASSETS ACT GRP,619 - GEN GOVT,9500 - GENERAL SERVICES,28,2014
EX,NOT APPLICABLE,"$12,984.82 ",8505,DEPRECIATION - 8505,20130701,2014-00009317 - 4187295,900,619,9500,900 - GEN FIXED ASSETS ACT GRP,619 - GEN GOVT,9500 - GENERAL SERVICES,29,2014
