Hospital,Multi-Acute System,Cohort,Zip Code,IdOrgHosp,Full City and State,City/Town,State,County,Hospital Specific Discharges From a ZIP Code                     (A),Total Hospital Discharges                  (B),Total Discharges for ZIP Code                  (C),ZIP Code Level Discharges as a % of Total Hospital Discharges                        (=A/B),Hospital Specific Discharges From a ZIP Code as a % of Total ZIP Code Discharges                   (=A/C),Hospital Size by Discharges,Hospital Type,Hospital Size by Total Revenue
Steward Holy Family Hospital,Steward Health Care System,"Community, High Public Payer",01826,75,"Dracut, MA",Dracut,MA,Middlesex County,88,13440,3523,0.006547619,0.024978711,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Holy Family Hospital,Steward Health Care System,"Community, High Public Payer",01913,75,"Amesbury, MA",Amesbury,MA,Essex County,74,13440,1950,0.005505952,0.037948718,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Holy Family Hospital,Steward Health Care System,"Community, High Public Payer",02301,75,"Brockton, MA",Brockton,MA,Plymouth County,73,13440,11364,0.005431548,0.006423794,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Holy Family Hospital,Steward Health Care System,"Community, High Public Payer",01860,75,"Merrimac, MA",Merrimac,MA,Essex County,67,13440,651,0.004985119,0.102918587,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Holy Family Hospital,Steward Health Care System,"Community, High Public Payer",01833,75,"Georgetown, MA",Georgetown,MA,Essex County,66,13440,811,0.004910714,0.081381011,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Holy Family Hospital,Steward Health Care System,"Community, High Public Payer",01852,75,"Lowell, MA",Lowell,MA,Middlesex County,53,13440,4670,0.003943452,0.011349036,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Holy Family Hospital,Steward Health Care System,"Community, High Public Payer",01952,75,"Salisbury, MA",Salisbury,MA,Essex County,48,13440,1133,0.003571429,0.042365402,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Holy Family Hospital,Steward Health Care System,"Community, High Public Payer",01950,75,"Newburyport, MA",Newburyport,MA,Essex County,36,13440,1908,0.002678571,0.018867925,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Holy Family Hospital,Steward Health Care System,"Community, High Public Payer",01876,75,"Tewksbury, MA",Tewksbury,MA,Middlesex County,32,13440,3802,0.002380952,0.008416623,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Holy Family Hospital,Steward Health Care System,"Community, High Public Payer",02721,75,"Fall River, MA",Fall River,MA,Bristol County,28,13440,4839,0.002083333,0.005786319,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Holyoke Medical Center,Not Applicable,"Community, High Public Payer",01040,77,"Holyoke, MA",Holyoke,MA,Hampden County,2971,6529,6418,0.455046715,0.462916797,"1,000-9,999",Community High Public Payer Hospital,$100M-$250M
Holyoke Medical Center,Not Applicable,"Community, High Public Payer",01020,77,"Chicopee, MA",Chicopee,MA,Hampden County,727,6529,4081,0.111349364,0.178142612,"1,000-9,999",Community High Public Payer Hospital,$100M-$250M
Holyoke Medical Center,Not Applicable,"Community, High Public Payer",01075,77,"South Hadley, MA",South Hadley,MA,Hampshire County,674,6529,1937,0.103231735,0.347960764,"1,000-9,999",Community High Public Payer Hospital,$100M-$250M
Holyoke Medical Center,Not Applicable,"Community, High Public Payer",01013,77,"Chicopee, MA",Chicopee,MA,Hampden County,506,6529,3151,0.077500383,0.160583942,"1,000-9,999",Community High Public Payer Hospital,$100M-$250M
Holyoke Medical Center,Not Applicable,"Community, High Public Payer",01027,77,"Easthampton, MA",Easthampton,MA,Hampshire County,159,6529,1890,0.024352887,0.084126984,"1,000-9,999",Community High Public Payer Hospital,$100M-$250M
Holyoke Medical Center,Not Applicable,"Community, High Public Payer",01085,77,"Westfield, MA",Westfield,MA,Hampden County,156,6529,4443,0.023893399,0.035111411,"1,000-9,999",Community High Public Payer Hospital,$100M-$250M
Holyoke Medical Center,Not Applicable,"Community, High Public Payer",01089,77,"West Springfield, MA",West Springfield,MA,Hampden County,149,6529,3651,0.022821259,0.040810737,"1,000-9,999",Community High Public Payer Hospital,$100M-$250M
Holyoke Medical Center,Not Applicable,"Community, High Public Payer",01033,77,"Granby, MA",Granby,MA,Hampshire County,134,6529,581,0.020523817,0.230636833,"1,000-9,999",Community High Public Payer Hospital,$100M-$250M
Holyoke Medical Center,Not Applicable,"Community, High Public Payer",01041,77,"Holyoke, MA",Holyoke,MA,Hampden County,66,6529,88,0.010108746,0.75,"1,000-9,999",Community High Public Payer Hospital,$100M-$250M
Holyoke Medical Center,Not Applicable,"Community, High Public Payer",01108,77,"Springfield, MA",Springfield,MA,Hampden County,64,6529,3777,0.00980242,0.016944665,"1,000-9,999",Community High Public Payer Hospital,$100M-$250M
Holyoke Medical Center,Not Applicable,"Community, High Public Payer",01109,77,"Springfield, MA",Springfield,MA,Hampden County,61,6529,4253,0.009342932,0.014342817,"1,000-9,999",Community High Public Payer Hospital,$100M-$250M
Holyoke Medical Center,Not Applicable,"Community, High Public Payer",01104,77,"Springfield, MA",Springfield,MA,Hampden County,54,6529,3556,0.008270792,0.015185602,"1,000-9,999",Community High Public Payer Hospital,$100M-$250M
Holyoke Medical Center,Not Applicable,"Community, High Public Payer",01073,77,"Southampton, MA",Southampton,MA,Hampshire County,50,6529,516,0.007658141,0.096899225,"1,000-9,999",Community High Public Payer Hospital,$100M-$250M
Holyoke Medical Center,Not Applicable,"Community, High Public Payer",01022,77,"Chicopee, MA",Chicopee,MA,Hampden County,47,6529,238,0.007198652,0.197478992,"1,000-9,999",Community High Public Payer Hospital,$100M-$250M
Holyoke Medical Center,Not Applicable,"Community, High Public Payer",01060,77,"Northampton, MA",Northampton,MA,Hampshire County,47,6529,1619,0.007198652,0.029030266,"1,000-9,999",Community High Public Payer Hospital,$100M-$250M
Holyoke Medical Center,Not Applicable,"Community, High Public Payer",01007,77,"Belchertown, MA",Belchertown,MA,Hampshire County,43,6529,1150,0.006586001,0.037391304,"1,000-9,999",Community High Public Payer Hospital,$100M-$250M
Holyoke Medical Center,Not Applicable,"Community, High Public Payer",01105,77,"Springfield, MA",Springfield,MA,Hampden County,43,6529,2087,0.006586001,0.020603737,"1,000-9,999",Community High Public Payer Hospital,$100M-$250M
Holyoke Medical Center,Not Applicable,"Community, High Public Payer",01056,77,"Ludlow, MA",Ludlow,MA,Hampden County,40,6529,2228,0.006126512,0.017953321,"1,000-9,999",Community High Public Payer Hospital,$100M-$250M
Holyoke Medical Center,Not Applicable,"Community, High Public Payer",01107,77,"Springfield, MA",Springfield,MA,Hampden County,36,6529,1743,0.005513861,0.020654045,"1,000-9,999",Community High Public Payer Hospital,$100M-$250M
Holyoke Medical Center,Not Applicable,"Community, High Public Payer",01118,77,"Springfield, MA",Springfield,MA,Hampden County,35,6529,1690,0.005360698,0.020710059,"1,000-9,999",Community High Public Payer Hospital,$100M-$250M
Holyoke Medical Center,Not Applicable,"Community, High Public Payer",01002,77,"Amherst, MA",Amherst,MA,Hampshire County,30,6529,1647,0.004594884,0.018214936,"1,000-9,999",Community High Public Payer Hospital,$100M-$250M
Holyoke Medical Center,Not Applicable,"Community, High Public Payer",01030,77,"Feeding Hills, MA",Feeding Hills,MA,Hampden County,28,6529,1150,0.004288559,0.024347826,"1,000-9,999",Community High Public Payer Hospital,$100M-$250M
Holyoke Medical Center,Not Applicable,"Community, High Public Payer",01119,77,"Springfield, MA",Springfield,MA,Hampden County,27,6529,1628,0.004135396,0.016584767,"1,000-9,999",Community High Public Payer Hospital,$100M-$250M
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02360,79,"Plymouth, MA",Plymouth,MA,Plymouth County,4147,10953,6947,0.37861773,0.596948323,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02330,79,"Carver, MA",Carver,MA,Plymouth County,894,10953,1633,0.081621474,0.547458665,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02364,79,"Kingston, MA",Kingston,MA,Plymouth County,725,10953,1580,0.066191911,0.458860759,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02346,79,"Middleboro, MA",Middleboro,MA,Plymouth County,709,10953,3238,0.064731124,0.218962322,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02050,79,"Marshfield, MA",Marshfield,MA,Plymouth County,466,10953,2688,0.042545421,0.173363095,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02332,79,"Duxbury, MA",Duxbury,MA,Plymouth County,449,10953,1312,0.040993335,0.34222561,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02359,79,"Pembroke, MA",Pembroke,MA,Plymouth County,274,10953,1884,0.025015977,0.145435244,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02532,79,"Buzzards Bay, MA",Buzzards Bay,MA,Barnstable County,241,10953,1603,0.022003104,0.150343107,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02338,79,"Halifax, MA",Halifax,MA,Plymouth County,216,10953,948,0.019720624,0.227848101,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02563,79,"Sandwich, MA",Sandwich,MA,Barnstable County,193,10953,1142,0.017620743,0.169001751,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02367,79,"Plympton, MA",Plympton,MA,Plymouth County,184,10953,373,0.01679905,0.493297587,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02562,79,"Sagamore Beach, MA",Sagamore Beach,MA,Barnstable County,156,10953,361,0.014242673,0.432132964,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02571,79,"Wareham, MA",Wareham,MA,Plymouth County,95,10953,1797,0.008673423,0.052865888,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02649,79,"Mashpee, MA",Mashpee,MA,Barnstable County,94,10953,1975,0.008582124,0.047594937,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02347,79,"Lakeville, MA",Lakeville,MA,Plymouth County,70,10953,1154,0.006390943,0.060658579,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02537,79,"East Sandwich, MA",East Sandwich,MA,Barnstable County,70,10953,524,0.006390943,0.133587786,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02341,79,"Hanson, MA",Hanson,MA,Plymouth County,63,10953,1304,0.005751849,0.048312883,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02644,79,"Forestdale, MA",Forestdale,MA,Barnstable County,58,10953,414,0.005295353,0.140096618,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02538,79,"East Wareham, MA",East Wareham,MA,Plymouth County,52,10953,669,0.004747558,0.077727952,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02601,79,"Hyannis, MA",Hyannis,MA,Barnstable County,51,10953,2345,0.004656259,0.021748401,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02331,79,"Duxbury, MA",Duxbury,MA,Plymouth County,48,10953,150,0.004382361,0.32,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02536,79,"East Falmouth, MA",East Falmouth,MA,Barnstable County,47,10953,2623,0.004291062,0.017918414,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02339,79,"Hanover, MA",Hanover,MA,Plymouth County,45,10953,1416,0.004108463,0.031779661,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02576,79,"West Wareham, MA",West Wareham,MA,Plymouth County,44,10953,644,0.004017164,0.068322981,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02561,79,"Sagamore, MA",Sagamore,MA,Barnstable County,42,10953,112,0.003834566,0.375,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02345,79,"Manomet, MA",Manomet,MA,Plymouth County,39,10953,83,0.003560668,0.469879518,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02362,79,"Plymouth, MA",Plymouth,MA,Plymouth County,38,10953,65,0.003469369,0.584615385,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02324,79,"Bridgewater, MA",Bridgewater,MA,Plymouth County,37,10953,2636,0.00337807,0.014036419,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02780,79,"Taunton, MA",Taunton,MA,Bristol County,37,10953,7200,0.00337807,0.005138889,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02066,79,"Scituate, MA",Scituate,MA,Plymouth County,34,10953,1885,0.003104172,0.018037135,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02740,79,"New Bedford, MA",New Bedford,MA,Bristol County,34,10953,6740,0.003104172,0.00504451,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02559,79,"Pocasset, MA",Pocasset,MA,Barnstable County,32,10953,507,0.002921574,0.063116371,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02648,79,"Marstons Mills, MA",Marstons Mills,MA,Barnstable County,32,10953,698,0.002921574,0.045845272,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02664,79,"South Yarmouth, MA",South Yarmouth,MA,Barnstable County,32,10953,1508,0.002921574,0.021220159,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02558,79,"Onset, MA",Onset,MA,Plymouth County,31,10953,419,0.002830275,0.07398568,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02645,79,"Harwich, MA",Harwich,MA,Barnstable County,31,10953,1151,0.002830275,0.026933102,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02169,79,"Quincy, MA",Quincy,MA,Norfolk County,29,10953,7368,0.002647676,0.003935939,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02043,79,"Hingham, MA",Hingham,MA,Plymouth County,28,10953,2711,0.002556377,0.010328292,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02632,79,"Centerville, MA",Centerville,MA,Barnstable County,28,10953,1388,0.002556377,0.020172911,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02061,79,"Norwell, MA",Norwell,MA,Plymouth County,26,10953,1161,0.002373779,0.022394488,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Lawrence General Hospital,Not Applicable,"Community, High Public Payer",01841,83,"Lawrence, MA",Lawrence,MA,Essex County,3416,12649,6576,0.270060874,0.51946472,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Lawrence General Hospital,Not Applicable,"Community, High Public Payer",01843,83,"Lawrence, MA",Lawrence,MA,Essex County,1723,12649,3234,0.136216302,0.532776747,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Lawrence General Hospital,Not Applicable,"Community, High Public Payer",01844,83,"Methuen, MA",Methuen,MA,Essex County,1595,12649,6162,0.126096925,0.258844531,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
